YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,AIR_TIME,DISTANCE,ARRIVAL_DELAY
2015,12,8,2,332,HNL,ITO,-4.0,36.0,216,-6.0
2015,12,8,2,338,HNL,KOA,-7.0,29.0,163,-7.0
2015,12,8,2,1231,HNL,LAX,-18.0,292.0,2556,-29.0
2015,12,8,2,110,LIH,HNL,-7.0,21.0,102,-8.0
2015,12,8,2,833,PDX,HNL,-4.0,365.0,2603,3.0
2015,12,8,2,200,GUM,HNL,12.0,410.0,3801,4.0
2015,12,8,2,156,HNL,OGG,-7.0,21.0,100,-10.0
2015,12,8,2,285,OGG,HNL,-6.0,21.0,100,-8.0
2015,12,8,2,201,ITO,HNL,-5.0,34.0,216,-4.0
2015,12,8,2,118,HNL,KOA,-7.0,29.0,163,-9.0
2015,12,8,2,123,HNL,LIH,-7.0,23.0,102,-7.0
2015,12,8,2,72,HNL,SFO,-7.0,272.0,2398,-20.0
2015,12,8,2,122,HNL,ITO,-6.0,36.0,216,-9.0
2015,12,8,2,19,SMF,HNL,-5.0,311.0,2462,-6.0
2015,12,8,2,115,OGG,HNL,-6.0,27.0,100,3.0
2015,12,8,2,1581,SFO,HNL,-5.0,306.0,2398,-30.0
2015,12,8,2,306,HNL,OGG,-6.0,21.0,100,-11.0
2015,12,8,2,51,SFO,HNL,4.0,315.0,2398,-3.0
2015,12,8,2,1150,HNL,LAX,-3.0,297.0,2556,-14.0
2015,12,8,2,10,HNL,LAX,-2.0,302.0,2556,6.0
2015,12,8,2,35,PHX,HNL,-4.0,352.0,2917,-39.0
2015,12,8,2,342,HNL,ITO,-4.0,37.0,216,-3.0
2015,12,8,2,31,LAX,HNL,11.0,317.0,2556,-17.0
2015,12,8,2,337,KOA,HNL,-7.0,28.0,163,-8.0
2015,12,8,2,333,HNL,LIH,-4.0,21.0,102,-5.0
2015,12,8,2,368,HNL,KOA,-4.0,31.0,163,0.0
2015,12,8,2,270,HNL,LAX,-8.0,294.0,2556,8.0
2015,12,8,2,155,OGG,HNL,-7.0,24.0,100,-7.0
2015,12,8,2,11,SFO,HNL,-7.0,301.0,2398,-31.0
2015,12,8,2,611,LAX,HNL,-2.0,304.0,2556,-39.0
2015,12,8,2,124,LIH,HNL,-10.0,23.0,102,-8.0
2015,12,8,2,117,KOA,HNL,-7.0,27.0,163,-10.0
2015,12,8,2,320,HNL,OGG,-7.0,22.0,100,-8.0
2015,12,8,2,1,LAX,HNL,-7.0,314.0,2556,-38.0
2015,12,8,2,21,SEA,HNL,22.0,376.0,2677,41.0
2015,12,8,2,120,HNL,KOA,-7.0,26.0,163,-8.0
2015,12,8,2,7,LAS,HNL,-2.0,341.0,2762,-39.0
2015,12,8,2,145,OGG,HNL,-3.0,20.0,100,-4.0
2015,12,8,2,121,ITO,HNL,-5.0,34.0,216,-6.0
2015,12,8,2,1158,LAX,HNL,11.0,300.0,2556,-13.0
2015,12,8,2,860,HNL,SEA,6.0,282.0,2677,-29.0
2015,12,8,2,1175,SFO,HNL,1.0,301.0,2398,-21.0
2015,12,8,2,303,HNL,LIH,-7.0,22.0,102,-10.0
2015,12,8,2,43,SJC,HNL,-12.0,300.0,2417,-35.0
2015,12,8,2,123,DFW,HNL,7.0,456.0,3784,-33.0
2015,12,8,2,827,OAK,HNL,-20.0,302.0,2409,-18.0
2015,12,8,2,15,EWR,HNL,-7.0,606.0,4962,-35.0
2015,12,8,2,47,OAK,HNL,-5.0,301.0,2409,-34.0
2015,12,8,2,318,HNL,KOA,-6.0,27.0,163,-9.0
2015,12,8,2,219,ORD,HNL,7.0,508.0,4243,-21.0
2015,12,8,2,304,LIH,HNL,-9.0,20.0,102,-9.0
2015,12,8,2,253,IAH,HNL,31.0,459.0,3904,-11.0
2015,12,8,2,341,ITO,HNL,-6.0,37.0,216,-6.0
2015,12,8,2,367,KOA,HNL,-3.0,27.0,163,-5.0
2015,12,8,2,382,HNL,ITO,-7.0,37.0,216,-4.0
2015,12,8,2,157,OGG,HNL,-4.0,28.0,100,1.0
2015,12,8,2,509,HNL,LIH,-6.0,21.0,102,-7.0
2015,12,8,2,851,SEA,HNL,5.0,376.0,2677,19.0
2015,12,8,2,520,HNL,OGG,-7.0,22.0,100,-6.0
2015,12,8,2,168,HNL,KOA,-8.0,27.0,163,-11.0
2015,12,8,2,119,KOA,HNL,-6.0,27.0,163,-10.0
2015,12,8,2,3,LAX,HNL,-11.0,311.0,2556,-34.0
2015,12,8,2,15,SAN,HNL,4.0,317.0,2614,-30.0
2015,12,8,2,345,HNL,LIH,-4.0,22.0,102,-6.0
2015,12,8,2,151,ITO,HNL,-9.0,35.0,216,-11.0
2015,12,8,2,25,PDX,HNL,-4.0,369.0,2603,19.0
2015,12,8,2,2218,LAX,HNL,18.0,310.0,2556,-22.0
2015,12,8,2,246,HNL,OGG,-7.0,21.0,100,-8.0
2015,12,8,2,208,HNL,KOA,-7.0,28.0,163,-7.0
2015,12,8,2,383,ITO,HNL,-5.0,40.0,216,3.0
2015,12,8,2,837,ATL,HNL,-3.0,529.0,4502,-66.0
2015,12,8,2,5,DFW,HNL,-7.0,456.0,3784,-44.0
2015,12,8,2,199,OGG,HNL,-9.0,25.0,100,-6.0
2015,12,8,2,143,HNL,LIH,-2.0,23.0,102,-1.0
2015,12,8,2,895,SAN,HNL,-2.0,315.0,2614,-51.0
2015,12,8,2,346,LIH,HNL,-6.0,22.0,102,-9.0
2015,12,8,2,1224,LAX,HNL,3.0,311.0,2556,-24.0
2015,12,8,2,2210,SEA,HNL,14.0,367.0,2677,26.0
2015,12,8,2,300,SFO,HNL,7.0,284.0,2398,-19.0
2015,12,8,2,328,HNL,OGG,-8.0,20.0,100,-13.0
2015,12,8,2,692,PHX,HNL,-5.0,352.0,2917,-47.0
2015,12,8,2,305,OGG,HNL,-5.0,21.0,100,-11.0
2015,12,8,2,292,HNL,ITO,-2.0,35.0,216,0.0
2015,12,8,2,612,HNL,LAX,-5.0,295.0,2556,-5.0
2015,12,8,2,328,DEN,HNL,0.0,418.0,3365,-29.0
2015,12,8,2,1221,HNL,LAX,-3.0,291.0,2556,1.0
2015,12,8,2,1105,SLC,HNL,-5.0,373.0,2994,-31.0
2015,12,8,2,267,KOA,HNL,-10.0,29.0,163,-14.0
2015,12,8,2,343,HNL,LIH,-2.0,22.0,102,-1.0
2015,12,8,2,144,LIH,HNL,-4.0,21.0,102,-5.0
2015,12,8,2,258,HNL,KOA,-6.0,32.0,163,-4.0
2015,12,8,2,365,OGG,HNL,-8.0,21.0,100,-15.0
2015,12,8,2,364,HNL,OGG,-4.0,21.0,100,-6.0
2015,12,8,2,834,HNL,PDX,70.0,,2603,
2015,12,8,2,529,OGG,HNL,-6.0,21.0,100,-9.0
2015,12,8,2,344,LIH,HNL,-7.0,20.0,102,-12.0
2015,12,8,2,396,HNL,OGG,-4.0,21.0,100,-5.0
2015,12,8,2,1604,HNL,SFO,-7.0,275.0,2398,-34.0
2015,12,8,2,50,HNL,SFO,1.0,276.0,2398,-19.0
2015,12,8,2,148,HNL,KOA,-4.0,34.0,163,0.0
2015,12,8,2,36,HNL,PHX,-1.0,342.0,2917,4.0
2015,12,8,2,317,KOA,HNL,-8.0,27.0,163,-16.0
2015,12,8,2,1431,LAX,HNL,174.0,303.0,2556,131.0
2015,12,8,2,191,ITO,HNL,5.0,33.0,216,-3.0
2015,12,8,2,296,HNL,OGG,-5.0,23.0,100,-5.0
2015,12,8,2,394,LIH,HNL,-7.0,20.0,102,-11.0
2015,12,8,2,870,ANC,HNL,17.0,347.0,2777,-3.0
2015,12,8,2,173,HNL,LIH,-5.0,25.0,102,-8.0
2015,12,8,2,162,HNL,LAX,-4.0,296.0,2556,27.0
2015,12,8,2,44,HNL,SJC,-3.0,291.0,2417,10.0
2015,12,8,2,894,HNL,SEA,-9.0,298.0,2677,-3.0
2015,12,8,2,12,HNL,SFO,-3.0,281.0,2398,-3.0
2015,12,8,2,22,HNL,SEA,3.0,307.0,2677,2.0
2015,12,8,2,395,OGG,HNL,-6.0,21.0,100,-3.0
2015,12,8,2,166,HNL,OGG,-5.0,23.0,100,1.0
2015,12,8,2,724,HNL,SFO,41.0,286.0,2398,41.0
2015,12,8,2,171,HNL,LIH,-2.0,21.0,102,-8.0
2015,12,8,2,158,HNL,KOA,-8.0,30.0,163,-8.0
2015,12,8,2,257,KOA,HNL,5.0,34.0,163,4.0
2015,12,8,2,302,HNL,ITO,-5.0,36.0,216,-5.0
2015,12,8,2,48,HNL,OAK,-1.0,291.0,2409,0.0
2015,12,8,2,20,HNL,SMF,31.0,288.0,2462,25.0
2015,12,8,2,215,OGG,HNL,-6.0,22.0,100,0.0
2015,12,8,2,291,ITO,HNL,-10.0,33.0,216,-16.0
2015,12,8,2,1559,LAX,HNL,1.0,309.0,2556,-22.0
2015,12,8,2,201,HNL,GUM,3.0,433.0,3801,-17.0
2015,12,8,2,226,HNL,OGG,-7.0,23.0,100,-8.0
2015,12,8,2,178,HNL,KOA,-6.0,30.0,163,5.0
2015,12,8,2,2,HNL,LAX,-10.0,295.0,2556,-13.0
2015,12,8,2,830,HNL,SJC,22.0,277.0,2417,0.0
2015,12,8,2,355,OGG,HNL,-4.0,22.0,100,-4.0
2015,12,8,2,353,HNL,LIH,-4.0,22.0,102,-1.0
2015,12,8,2,16,HNL,SAN,-7.0,307.0,2614,-4.0
2015,12,8,2,172,LIH,HNL,-8.0,19.0,102,-15.0
2015,12,8,2,26,HNL,PDX,-13.0,289.0,2603,-36.0
2015,12,8,2,287,KOA,HNL,-6.0,29.0,163,-9.0
2015,12,8,2,147,KOA,HNL,-10.0,30.0,163,-15.0
2015,12,8,2,301,ITO,HNL,-8.0,36.0,216,-11.0
2015,12,8,2,183,HNL,LIH,-6.0,22.0,102,-10.0
2015,12,8,2,334,HNL,OGG,-1.0,23.0,100,-3.0
2015,12,8,2,384,LIH,HNL,-6.0,19.0,102,-9.0
2015,12,8,2,293,OGG,HNL,-7.0,22.0,100,-9.0
2015,12,8,2,192,HNL,ITO,-8.0,35.0,216,-10.0
2015,12,8,2,18,HNL,LAS,-7.0,312.0,2762,-17.0
2015,12,8,2,73,SFO,HNL,1.0,295.0,2398,-25.0
2015,12,8,2,326,HNL,OGG,-6.0,24.0,100,0.0
2015,12,8,2,189,KOA,HNL,2.0,31.0,163,12.0
2015,12,8,2,354,LIH,HNL,-7.0,20.0,102,-8.0
2015,12,8,2,892,HNL,SAN,0.0,303.0,2614,-13.0
2015,12,8,2,278,HNL,KOA,-2.0,26.0,163,-1.0
2015,12,8,2,239,HNL,LIH,-6.0,21.0,102,-8.0
2015,12,8,2,297,LAX,HNL,0.0,309.0,2556,-36.0
2015,12,8,2,335,OGG,HNL,-4.0,30.0,100,1.0
2015,12,8,2,190,LIH,HNL,-6.0,20.0,102,-7.0
2015,12,8,2,218,HNL,ORD,2.0,431.0,4243,-26.0
2015,12,8,2,142,HNL,ITO,-2.0,35.0,216,4.0
2015,12,8,2,544,HNL,OGG,-5.0,23.0,100,-4.0
2015,12,8,2,9,LAX,HNL,-2.0,312.0,2556,-33.0
2015,12,8,2,546,HNL,OGG,-9.0,22.0,100,-7.0
2015,12,8,2,314,LIH,HNL,-7.0,21.0,102,-9.0
2015,12,8,2,325,OGG,HNL,-10.0,23.0,100,-10.0
2015,12,8,2,380,HNL,ITO,-2.0,35.0,216,-5.0
2015,12,8,2,836,HNL,ATL,-10.0,478.0,4502,-27.0
2015,12,8,2,279,KOA,HNL,0.0,28.0,163,-4.0
2015,12,8,2,266,HNL,OGG,-7.0,24.0,100,-2.0
2015,12,8,2,240,LIH,HNL,-7.0,20.0,102,-10.0
2015,12,8,2,248,HNL,KOA,1.0,29.0,163,0.0
2015,12,8,2,543,OGG,HNL,-7.0,22.0,100,-11.0
2015,12,8,2,141,ITO,HNL,-2.0,34.0,216,-7.0
2015,12,8,2,194,HNL,OGG,-7.0,21.0,100,-6.0
2015,12,8,2,545,OGG,HNL,-11.0,22.0,100,-14.0
2015,12,8,2,163,HNL,LIH,-7.0,21.0,102,-8.0
2015,12,8,2,265,OGG,HNL,-7.0,23.0,100,-3.0
2015,12,8,2,8,HNL,DFW,-7.0,420.0,3784,1.0
2015,12,8,2,267,LAX,HNL,-3.0,311.0,2556,-35.0
2015,12,8,2,312,HNL,ITO,-8.0,38.0,216,2.0
2015,12,8,2,233,OGG,HNL,-7.0,23.0,100,-2.0
2015,12,8,2,1670,SFO,HNL,2.0,301.0,2398,-26.0
2015,12,8,2,381,ITO,HNL,-12.0,35.0,216,-10.0
2015,12,8,2,308,HNL,KOA,-6.0,26.0,163,-10.0
2015,12,8,2,112,HNL,OGG,-8.0,21.0,100,-5.0
2015,12,8,2,247,KOA,HNL,-8.0,30.0,163,-8.0
2015,12,8,2,392,HNL,ITO,-7.0,36.0,216,-8.0
2015,12,8,2,893,SEA,HNL,1.0,381.0,2677,13.0
2015,12,8,2,195,OGG,HNL,-7.0,22.0,100,-10.0
2015,12,8,2,164,LIH,HNL,-6.0,21.0,102,-7.0
2015,12,8,2,223,HNL,LIH,-8.0,21.0,102,-7.0
2015,12,8,2,252,HNL,IAH,-6.0,429.0,3904,-5.0
2015,12,8,2,556,HNL,OGG,-9.0,34.0,100,0.0
2015,12,8,2,398,HNL,KOA,-6.0,31.0,163,5.0
2015,12,8,2,125,OGG,HNL,-7.0,20.0,100,-8.0
2015,12,8,2,311,ITO,HNL,-3.0,34.0,216,-2.0
2015,12,8,2,307,KOA,HNL,-13.0,28.0,163,-19.0
2015,12,8,2,596,HNL,OGG,-8.0,22.0,100,-10.0
2015,12,8,2,391,ITO,HNL,-7.0,35.0,216,-12.0
2015,12,8,2,383,HNL,DEN,1.0,356.0,3365,-40.0
2015,12,8,2,224,LIH,HNL,-16.0,20.0,102,-19.0
2015,12,8,2,555,OGG,HNL,-8.0,21.0,100,-12.0
2015,12,8,2,102,HNL,DFW,-3.0,416.0,3784,-12.0
2015,12,8,2,397,KOA,HNL,-5.0,31.0,163,3.0
2015,12,8,2,14,HNL,EWR,4.0,520.0,4962,-27.0
2015,12,8,2,534,HNL,LAX,-4.0,274.0,2556,-15.0
2015,12,8,2,595,OGG,HNL,-12.0,23.0,100,-10.0
2015,12,8,2,323,HNL,LIH,-3.0,21.0,102,-8.0
2015,12,8,2,516,HNL,OGG,-6.0,25.0,100,-3.0
2015,12,8,2,396,HNL,SFO,-3.0,254.0,2398,-29.0
2015,12,8,2,871,HNL,ANC,-17.0,322.0,2777,-55.0
2015,12,8,2,1104,HNL,SLC,-5.0,311.0,2994,-44.0
2015,12,8,2,4,HNL,LAX,28.0,282.0,2556,4.0
2015,12,8,2,298,HNL,LAX,-14.0,284.0,2556,-37.0
2015,12,8,2,2246,HNL,SEA,-3.0,277.0,2677,-49.0
2015,12,8,2,1212,HNL,LAX,-3.0,289.0,2556,-13.0
2015,12,8,2,8,HNL,LAS,-9.0,310.0,2762,-18.0
2015,12,8,2,324,LIH,HNL,-20.0,19.0,102,-19.0
2015,12,8,2,515,OGG,HNL,-11.0,22.0,100,-10.0
2015,12,8,2,655,HNL,PHX,2.0,323.0,2917,-8.0
2015,12,8,2,235,HNL,SFO,-3.0,268.0,2398,-32.0
2015,12,9,3,17,LAS,HNL,-1.0,336.0,2762,-40.0
2015,12,9,3,102,HNL,ITO,-1.0,41.0,216,0.0
2015,12,9,3,108,HNL,KOA,-9.0,29.0,163,-11.0
2015,12,9,3,206,HNL,OGG,-9.0,24.0,100,-7.0
2015,12,9,3,103,HNL,LIH,-7.0,21.0,102,-11.0
2015,12,9,3,218,HNL,KOA,-10.0,30.0,163,-10.0
2015,12,9,3,202,HNL,ITO,-4.0,40.0,216,-2.0
2015,12,9,3,113,HNL,LIH,-5.0,21.0,102,-8.0
2015,12,9,3,286,HNL,OGG,-3.0,23.0,100,-5.0
2015,12,9,3,205,OGG,HNL,-7.0,22.0,100,-6.0
2015,12,9,3,107,KOA,HNL,-6.0,28.0,163,-5.0
2015,12,9,3,104,LIH,HNL,35.0,,102,
2015,12,9,3,101,ITO,HNL,-6.0,34.0,216,-5.0
2015,12,9,3,114,HNL,OGG,-6.0,22.0,100,-4.0
2015,12,9,3,332,HNL,ITO,-5.0,36.0,216,-7.0
2015,12,9,3,338,HNL,KOA,-5.0,30.0,163,-6.0
2015,12,9,3,217,KOA,HNL,0.0,30.0,163,1.0
2015,12,9,3,1231,HNL,LAX,-14.0,300.0,2556,-21.0
2015,12,9,3,110,LIH,HNL,-5.0,19.0,102,-6.0
2015,12,9,3,833,PDX,HNL,-2.0,386.0,2603,36.0
2015,12,9,3,200,GUM,HNL,-1.0,406.0,3801,-14.0
2015,12,9,3,156,HNL,OGG,-3.0,27.0,100,2.0
2015,12,9,3,285,OGG,HNL,-8.0,23.0,100,-8.0
2015,12,9,3,201,ITO,HNL,-5.0,34.0,216,-6.0
2015,12,9,3,118,HNL,KOA,-5.0,29.0,163,-4.0
2015,12,9,3,123,HNL,LIH,50.0,21.0,102,50.0
2015,12,9,3,72,HNL,SFO,-8.0,260.0,2398,-35.0
2015,12,9,3,122,HNL,ITO,-6.0,36.0,216,-5.0
2015,12,9,3,19,SMF,HNL,5.0,327.0,2462,7.0
2015,12,9,3,115,OGG,HNL,-11.0,23.0,100,-7.0
2015,12,9,3,1581,SFO,HNL,18.0,310.0,2398,-5.0
2015,12,9,3,306,HNL,OGG,-6.0,24.0,100,-5.0
2015,12,9,3,51,SFO,HNL,16.0,318.0,2398,14.0
2015,12,9,3,6,HNL,LAS,11.0,311.0,2762,7.0
2015,12,9,3,1150,HNL,LAX,9.0,280.0,2556,-21.0
2015,12,9,3,10,HNL,LAX,-8.0,292.0,2556,-16.0
2015,12,9,3,35,PHX,HNL,-8.0,366.0,2917,-33.0
2015,12,9,3,342,HNL,ITO,-3.0,36.0,216,2.0
2015,12,9,3,31,LAX,HNL,-5.0,316.0,2556,-39.0
2015,12,9,3,337,KOA,HNL,-7.0,31.0,163,-4.0
2015,12,9,3,333,HNL,LIH,-6.0,22.0,102,-6.0
2015,12,9,3,368,HNL,KOA,-8.0,29.0,163,-6.0
2015,12,9,3,270,HNL,LAX,-6.0,285.0,2556,-10.0
2015,12,9,3,155,OGG,HNL,1.0,23.0,100,0.0
2015,12,9,3,11,SFO,HNL,6.0,314.0,2398,5.0
2015,12,9,3,611,LAX,HNL,-2.0,314.0,2556,-32.0
2015,12,9,3,124,LIH,HNL,45.0,23.0,102,48.0
2015,12,9,3,117,KOA,HNL,-3.0,29.0,163,-1.0
2015,12,9,3,320,HNL,OGG,3.0,22.0,100,2.0
2015,12,9,3,1,LAX,HNL,93.0,302.0,2556,52.0
2015,12,9,3,21,SEA,HNL,0.0,384.0,2677,31.0
2015,12,9,3,120,HNL,KOA,-11.0,29.0,163,-14.0
2015,12,9,3,7,LAS,HNL,-4.0,349.0,2762,-36.0
2015,12,9,3,145,OGG,HNL,1.0,21.0,100,-2.0
2015,12,9,3,121,ITO,HNL,-4.0,35.0,216,-4.0
2015,12,9,3,1158,LAX,HNL,4.0,305.0,2556,-18.0
2015,12,9,3,860,HNL,SEA,-1.0,285.0,2677,-30.0
2015,12,9,3,1175,SFO,HNL,2.0,303.0,2398,-14.0
2015,12,9,3,303,HNL,LIH,-8.0,22.0,102,-6.0
2015,12,9,3,43,SJC,HNL,0.0,320.0,2417,-15.0
2015,12,9,3,123,DFW,HNL,-4.0,458.0,3784,-40.0
2015,12,9,3,837,SJC,HNL,25.0,323.0,2417,21.0
2015,12,9,3,15,EWR,HNL,-4.0,611.0,4962,-26.0
2015,12,9,3,47,OAK,HNL,-3.0,320.0,2409,-19.0
2015,12,9,3,318,HNL,KOA,-7.0,29.0,163,-6.0
2015,12,9,3,219,ORD,HNL,0.0,511.0,4243,-19.0
2015,12,9,3,304,LIH,HNL,-7.0,20.0,102,-5.0
2015,12,9,3,253,IAH,HNL,12.0,461.0,3904,-23.0
2015,12,9,3,341,ITO,HNL,-1.0,37.0,216,1.0
2015,12,9,3,367,KOA,HNL,-8.0,33.0,163,-5.0
2015,12,9,3,382,HNL,ITO,-5.0,35.0,216,-5.0
2015,12,9,3,157,OGG,HNL,2.0,23.0,100,2.0
2015,12,9,3,509,HNL,LIH,-7.0,21.0,102,-4.0
2015,12,9,3,851,SEA,HNL,4.0,403.0,2677,48.0
2015,12,9,3,520,HNL,OGG,-2.0,23.0,100,2.0
2015,12,9,3,168,HNL,KOA,-4.0,29.0,163,-6.0
2015,12,9,3,119,KOA,HNL,-10.0,28.0,163,-10.0
2015,12,9,3,3,LAX,HNL,55.0,321.0,2556,39.0
2015,12,9,3,15,SAN,HNL,1.0,327.0,2614,-29.0
2015,12,9,3,345,HNL,LIH,-5.0,21.0,102,-4.0
2015,12,9,3,151,ITO,HNL,-5.0,35.0,216,-8.0
2015,12,9,3,25,PDX,HNL,-7.0,386.0,2603,27.0
2015,12,9,3,2495,LAX,HNL,-4.0,317.0,2556,-35.0
2015,12,9,3,246,HNL,OGG,-5.0,22.0,100,-6.0
2015,12,9,3,208,HNL,KOA,-6.0,29.0,163,-7.0
2015,12,9,3,383,ITO,HNL,0.0,38.0,216,0.0
2015,12,9,3,837,ATL,HNL,96.0,517.0,4502,32.0
2015,12,9,3,5,DFW,HNL,86.0,463.0,3784,56.0
2015,12,9,3,199,OGG,HNL,-2.0,23.0,100,-2.0
2015,12,9,3,143,HNL,LIH,-6.0,21.0,102,-3.0
2015,12,9,3,895,SAN,HNL,-4.0,329.0,2614,-37.0
2015,12,9,3,346,LIH,HNL,-6.0,23.0,102,-7.0
2015,12,9,3,1224,LAX,HNL,-3.0,325.0,2556,-19.0
2015,12,9,3,2210,SEA,HNL,-1.0,390.0,2677,43.0
2015,12,9,3,300,SFO,HNL,71.0,293.0,2398,54.0
2015,12,9,3,328,HNL,OGG,-8.0,22.0,100,-5.0
2015,12,9,3,1664,MSP,HNL,-1.0,511.0,3972,-15.0
2015,12,9,3,692,PHX,HNL,-9.0,366.0,2917,-25.0
2015,12,9,3,305,OGG,HNL,-3.0,23.0,100,-4.0
2015,12,9,3,292,HNL,ITO,-6.0,35.0,216,-11.0
2015,12,9,3,612,HNL,LAX,16.0,277.0,2556,5.0
2015,12,9,3,328,DEN,HNL,-7.0,421.0,3365,-32.0
2015,12,9,3,1221,HNL,LAX,0.0,284.0,2556,-12.0
2015,12,9,3,1105,SLC,HNL,0.0,392.0,2994,-9.0
2015,12,9,3,267,KOA,HNL,-6.0,35.0,163,-3.0
2015,12,9,3,343,HNL,LIH,59.0,22.0,102,61.0
2015,12,9,3,144,LIH,HNL,-4.0,23.0,102,-4.0
2015,12,9,3,258,HNL,KOA,-4.0,28.0,163,-3.0
2015,12,9,3,365,OGG,HNL,-12.0,22.0,100,-11.0
2015,12,9,3,364,HNL,OGG,-4.0,22.0,100,-6.0
2015,12,9,3,834,HNL,PDX,22.0,272.0,2603,-12.0
2015,12,9,3,529,OGG,HNL,-4.0,23.0,100,-2.0
2015,12,9,3,344,LIH,HNL,-6.0,20.0,102,-5.0
2015,12,9,3,396,HNL,OGG,-6.0,23.0,100,-7.0
2015,12,9,3,1604,HNL,SFO,-6.0,262.0,2398,-49.0
2015,12,9,3,50,HNL,SFO,2.0,264.0,2398,-35.0
2015,12,9,3,148,HNL,KOA,-5.0,28.0,163,-5.0
2015,12,9,3,36,HNL,PHX,5.0,321.0,2917,-13.0
2015,12,9,3,317,KOA,HNL,2.0,27.0,163,-4.0
2015,12,9,3,1431,LAX,HNL,-5.0,323.0,2556,-27.0
2015,12,9,3,191,ITO,HNL,-7.0,35.0,216,-12.0
2015,12,9,3,296,HNL,OGG,-7.0,24.0,100,-6.0
2015,12,9,3,394,LIH,HNL,-7.0,21.0,102,-8.0
2015,12,9,3,870,ANC,HNL,-8.0,339.0,2777,-31.0
2015,12,9,3,173,HNL,LIH,0.0,22.0,102,-3.0
2015,12,9,3,162,HNL,LAX,-9.0,282.0,2556,-22.0
2015,12,9,3,44,HNL,SJC,-5.0,271.0,2417,-19.0
2015,12,9,3,894,HNL,SEA,11.0,291.0,2677,-25.0
2015,12,9,3,12,HNL,SFO,-11.0,266.0,2398,-28.0
2015,12,9,3,22,HNL,SEA,1.0,313.0,2677,-6.0
2015,12,9,3,395,OGG,HNL,-3.0,24.0,100,0.0
2015,12,9,3,166,HNL,OGG,-9.0,23.0,100,-13.0
2015,12,9,3,724,HNL,SFO,1.0,268.0,2398,-16.0
2015,12,9,3,171,HNL,LIH,-2.0,23.0,102,-4.0
2015,12,9,3,158,HNL,KOA,-1.0,26.0,163,-3.0
2015,12,9,3,257,KOA,HNL,-2.0,29.0,163,-3.0
2015,12,9,3,302,HNL,ITO,2.0,35.0,216,2.0
2015,12,9,3,48,HNL,OAK,36.0,266.0,2409,15.0
2015,12,9,3,20,HNL,SMF,-2.0,273.0,2462,-31.0
2015,12,9,3,215,OGG,HNL,-7.0,29.0,100,-1.0
2015,12,9,3,291,ITO,HNL,-9.0,35.0,216,-10.0
2015,12,9,3,1559,LAX,HNL,159.0,316.0,2556,140.0
2015,12,9,3,201,HNL,GUM,11.0,435.0,3801,-3.0
2015,12,9,3,226,HNL,OGG,-6.0,23.0,100,-5.0
2015,12,9,3,178,HNL,KOA,0.0,29.0,163,8.0
2015,12,9,3,2,HNL,LAX,-3.0,295.0,2556,-5.0
2015,12,9,3,838,HNL,OAK,40.0,263.0,2409,13.0
2015,12,9,3,355,OGG,HNL,-5.0,23.0,100,-5.0
2015,12,9,3,353,HNL,LIH,-1.0,22.0,102,3.0
2015,12,9,3,16,HNL,SAN,-7.0,303.0,2614,-7.0
2015,12,9,3,172,LIH,HNL,-2.0,25.0,102,3.0
2015,12,9,3,26,HNL,PDX,-2.0,289.0,2603,-24.0
2015,12,9,3,287,KOA,HNL,-5.0,25.0,163,-17.0
2015,12,9,3,147,KOA,HNL,-8.0,30.0,163,-11.0
2015,12,9,3,301,ITO,HNL,-3.0,37.0,216,0.0
2015,12,9,3,183,HNL,LIH,-5.0,23.0,102,-6.0
2015,12,9,3,334,HNL,OGG,5.0,23.0,100,1.0
2015,12,9,3,384,LIH,HNL,31.0,21.0,102,30.0
2015,12,9,3,1434,HNL,LAX,-4.0,281.0,2556,-31.0
2015,12,9,3,293,OGG,HNL,-6.0,24.0,100,-2.0
2015,12,9,3,192,HNL,ITO,-7.0,36.0,216,-4.0
2015,12,9,3,18,HNL,LAS,-9.0,314.0,2762,-9.0
2015,12,9,3,73,SFO,HNL,-4.0,307.0,2398,-18.0
2015,12,9,3,326,HNL,OGG,-5.0,22.0,100,-6.0
2015,12,9,3,50,HNL,JFK,7.0,512.0,4983,-36.0
2015,12,9,3,189,KOA,HNL,1.0,31.0,163,3.0
2015,12,9,3,354,LIH,HNL,-5.0,21.0,102,-5.0
2015,12,9,3,892,HNL,SAN,-5.0,288.0,2614,-18.0
2015,12,9,3,278,HNL,KOA,5.0,28.0,163,2.0
2015,12,9,3,239,HNL,LIH,-2.0,21.0,102,-7.0
2015,12,9,3,297,LAX,HNL,2.0,325.0,2556,-6.0
2015,12,9,3,335,OGG,HNL,1.0,22.0,100,3.0
2015,12,9,3,190,LIH,HNL,-10.0,21.0,102,-7.0
2015,12,9,3,218,HNL,ORD,-3.0,422.0,4243,-37.0
2015,12,9,3,142,HNL,ITO,1.0,36.0,216,2.0
2015,12,9,3,544,HNL,OGG,27.0,22.0,100,24.0
2015,12,9,3,9,LAX,HNL,-5.0,325.0,2556,-21.0
2015,12,9,3,5,LAS,HNL,6.0,360.0,2762,2.0
2015,12,9,3,546,HNL,OGG,-6.0,22.0,100,-7.0
2015,12,9,3,314,LIH,HNL,-6.0,22.0,102,-6.0
