YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,AIR_TIME,DISTANCE,ARRIVAL_DELAY
2015,12,1,2,1730,HNL,SFO,3.0,276.0,2398,-21.0
2015,12,1,2,17,LAS,HNL,4.0,361.0,2762,-2.0
2015,12,1,2,102,HNL,ITO,-4.0,36.0,216,-8.0
2015,12,1,2,108,HNL,KOA,-6.0,28.0,163,-9.0
2015,12,1,2,206,HNL,OGG,-4.0,22.0,100,-1.0
2015,12,1,2,103,HNL,LIH,-4.0,20.0,102,-11.0
2015,12,1,2,202,HNL,ITO,-5.0,36.0,216,-9.0
2015,12,1,2,113,HNL,LIH,-7.0,22.0,102,-2.0
2015,12,1,2,286,HNL,OGG,-6.0,22.0,100,-1.0
2015,12,1,2,205,OGG,HNL,-5.0,25.0,100,-3.0
2015,12,1,2,107,KOA,HNL,-7.0,29.0,163,-7.0
2015,12,1,2,104,LIH,HNL,-8.0,17.0,102,-10.0
2015,12,1,2,101,ITO,HNL,-4.0,36.0,216,-3.0
2015,12,1,2,114,HNL,OGG,-8.0,21.0,100,-12.0
2015,12,1,2,332,HNL,ITO,-7.0,38.0,216,-8.0
2015,12,1,2,338,HNL,KOA,-7.0,28.0,163,-8.0
2015,12,1,2,1231,HNL,LAX,12.0,292.0,2556,-3.0
2015,12,1,2,833,PDX,HNL,3.0,371.0,2603,7.0
2015,12,1,2,110,LIH,HNL,-3.0,20.0,102,-2.0
2015,12,1,2,200,GUM,HNL,-7.0,410.0,3801,-15.0
2015,12,1,2,156,HNL,OGG,-5.0,22.0,100,-9.0
2015,12,1,2,285,OGG,HNL,-5.0,22.0,100,-5.0
2015,12,1,2,201,ITO,HNL,-9.0,36.0,216,-9.0
2015,12,1,2,118,HNL,KOA,-6.0,30.0,163,-8.0
2015,12,1,2,123,HNL,LIH,-7.0,23.0,102,-6.0
2015,12,1,2,72,HNL,SFO,-6.0,265.0,2398,-32.0
2015,12,1,2,122,HNL,ITO,-5.0,36.0,216,-6.0
2015,12,1,2,19,SMF,HNL,-1.0,337.0,2462,5.0
2015,12,1,2,115,OGG,HNL,-10.0,22.0,100,-11.0
2015,12,1,2,1581,SFO,HNL,-6.0,317.0,2398,-22.0
2015,12,1,2,306,HNL,OGG,-8.0,22.0,100,-10.0
2015,12,1,2,51,SFO,HNL,8.0,330.0,2398,12.0
2015,12,1,2,1150,HNL,LAX,-2.0,277.0,2556,-35.0
2015,12,1,2,10,HNL,LAX,5.0,288.0,2556,-7.0
2015,12,1,2,35,PHX,HNL,-3.0,395.0,2917,1.0
2015,12,1,2,342,HNL,ITO,1.0,36.0,216,-1.0
2015,12,1,2,31,LAX,HNL,-8.0,337.0,2556,-13.0
2015,12,1,2,337,KOA,HNL,-6.0,28.0,163,-6.0
2015,12,1,2,333,HNL,LIH,-5.0,19.0,102,-4.0
2015,12,1,2,368,HNL,KOA,-7.0,29.0,163,-6.0
2015,12,1,2,270,HNL,LAX,-3.0,291.0,2556,-5.0
2015,12,1,2,155,OGG,HNL,4.0,28.0,100,10.0
2015,12,1,2,11,SFO,HNL,-4.0,328.0,2398,6.0
2015,12,1,2,611,LAX,HNL,0.0,336.0,2556,-4.0
2015,12,1,2,124,LIH,HNL,-5.0,22.0,102,-2.0
2015,12,1,2,117,KOA,HNL,-11.0,29.0,163,-6.0
2015,12,1,2,320,HNL,OGG,-6.0,21.0,100,-5.0
2015,12,1,2,1,LAX,HNL,-5.0,338.0,2556,-12.0
2015,12,1,2,21,SEA,HNL,15.0,378.0,2677,34.0
2015,12,1,2,120,HNL,KOA,-7.0,29.0,163,-12.0
2015,12,1,2,7,LAS,HNL,-5.0,370.0,2762,-10.0
2015,12,1,2,145,OGG,HNL,-7.0,22.0,100,-8.0
2015,12,1,2,121,ITO,HNL,-6.0,37.0,216,-9.0
2015,12,1,2,641,LAX,HNL,7.0,315.0,2556,-1.0
2015,12,1,2,860,HNL,SEA,-8.0,291.0,2677,-36.0
2015,12,1,2,827,OAK,HNL,4.0,321.0,2409,7.0
2015,12,1,2,1175,SFO,HNL,0.0,312.0,2398,-8.0
2015,12,1,2,303,HNL,LIH,-9.0,21.0,102,-11.0
2015,12,1,2,43,OAK,HNL,68.0,337.0,2409,67.0
2015,12,1,2,123,DFW,HNL,-2.0,511.0,3784,15.0
2015,12,1,2,15,EWR,HNL,6.0,622.0,4962,0.0
2015,12,1,2,47,OAK,HNL,-3.0,332.0,2409,-6.0
2015,12,1,2,318,HNL,KOA,-5.0,28.0,163,-8.0
2015,12,1,2,219,ORD,HNL,13.0,519.0,4243,1.0
2015,12,1,2,304,LIH,HNL,-3.0,18.0,102,-6.0
2015,12,1,2,253,IAH,HNL,28.0,492.0,3904,22.0
2015,12,1,2,341,ITO,HNL,-3.0,43.0,216,0.0
2015,12,1,2,367,KOA,HNL,-7.0,31.0,163,-2.0
2015,12,1,2,382,HNL,ITO,6.0,35.0,216,5.0
2015,12,1,2,851,SEA,HNL,18.0,387.0,2677,39.0
2015,12,1,2,157,OGG,HNL,-8.0,22.0,100,-10.0
2015,12,1,2,509,HNL,LIH,-5.0,24.0,102,-3.0
2015,12,1,2,520,HNL,OGG,-2.0,21.0,100,-5.0
2015,12,1,2,168,HNL,KOA,-7.0,30.0,163,-4.0
2015,12,1,2,119,KOA,HNL,-14.0,32.0,163,-15.0
2015,12,1,2,3,LAX,HNL,-4.0,341.0,2556,2.0
2015,12,1,2,51,JFK,HNL,-5.0,665.0,4983,15.0
2015,12,1,2,1224,LAX,HNL,6.0,333.0,2556,-6.0
2015,12,1,2,15,SAN,HNL,8.0,355.0,2614,14.0
2015,12,1,2,345,HNL,LIH,-10.0,22.0,102,-11.0
2015,12,1,2,151,ITO,HNL,-10.0,36.0,216,-9.0
2015,12,1,2,25,PDX,HNL,-10.0,379.0,2603,23.0
2015,12,1,2,2218,LAX,HNL,1.0,330.0,2556,-14.0
2015,12,1,2,246,HNL,OGG,-6.0,20.0,100,-5.0
2015,12,1,2,208,HNL,KOA,-4.0,26.0,163,-5.0
2015,12,1,2,383,ITO,HNL,0.0,35.0,216,2.0
2015,12,1,2,837,ATL,HNL,15.0,604.0,4502,31.0
2015,12,1,2,5,DFW,HNL,-1.0,513.0,3784,25.0
2015,12,1,2,199,OGG,HNL,-8.0,24.0,100,-3.0
2015,12,1,2,143,HNL,LIH,-6.0,21.0,102,0.0
2015,12,1,2,346,LIH,HNL,-6.0,23.0,102,-7.0
2015,12,1,2,2210,SEA,HNL,5.0,378.0,2677,36.0
2015,12,1,2,300,SFO,HNL,14.0,309.0,2398,15.0
2015,12,1,2,328,HNL,OGG,-7.0,22.0,100,-12.0
2015,12,1,2,1664,MSP,HNL,1.0,514.0,3972,-11.0
2015,12,1,2,692,PHX,HNL,-5.0,390.0,2917,-9.0
2015,12,1,2,305,OGG,HNL,-7.0,25.0,100,-7.0
2015,12,1,2,292,HNL,ITO,-5.0,36.0,216,-3.0
2015,12,1,2,612,HNL,LAX,-2.0,284.0,2556,-21.0
2015,12,1,2,328,DEN,HNL,0.0,438.0,3365,-12.0
2015,12,1,2,1221,HNL,LAX,-6.0,288.0,2556,-20.0
2015,12,1,2,1105,SLC,HNL,-4.0,392.0,2994,-10.0
2015,12,1,2,267,KOA,HNL,-8.0,30.0,163,-9.0
2015,12,1,2,343,HNL,LIH,-8.0,22.0,102,-6.0
2015,12,1,2,144,LIH,HNL,1.0,21.0,102,-3.0
2015,12,1,2,258,HNL,KOA,-6.0,29.0,163,-5.0
2015,12,1,2,365,OGG,HNL,-7.0,21.0,100,-12.0
2015,12,1,2,364,HNL,OGG,-2.0,21.0,100,-4.0
2015,12,1,2,834,HNL,PDX,3.0,271.0,2603,-42.0
2015,12,1,2,529,OGG,HNL,-8.0,21.0,100,-15.0
2015,12,1,2,344,LIH,HNL,-8.0,19.0,102,-13.0
2015,12,1,2,396,HNL,OGG,-4.0,21.0,100,-6.0
2015,12,1,2,1604,HNL,SFO,-2.0,267.0,2398,-23.0
2015,12,1,2,1431,LAX,HNL,224.0,322.0,2556,215.0
2015,12,1,2,50,HNL,SFO,3.0,265.0,2398,-26.0
2015,12,1,2,148,HNL,KOA,-7.0,27.0,163,-6.0
2015,12,1,2,36,HNL,PHX,64.0,316.0,2917,78.0
2015,12,1,2,317,KOA,HNL,-6.0,29.0,163,-8.0
2015,12,1,2,191,ITO,HNL,0.0,37.0,216,-2.0
2015,12,1,2,296,HNL,OGG,-3.0,21.0,100,-8.0
2015,12,1,2,394,LIH,HNL,-4.0,21.0,102,-7.0
2015,12,1,2,173,HNL,LIH,-2.0,21.0,102,-8.0
2015,12,1,2,162,HNL,LAX,-5.0,282.0,2556,-23.0
2015,12,1,2,870,ANC,HNL,1.0,336.0,2777,-17.0
2015,12,1,2,44,HNL,SJC,-3.0,266.0,2417,-16.0
2015,12,1,2,894,HNL,SEA,3.0,294.0,2677,-13.0
2015,12,1,2,12,HNL,SFO,1.0,259.0,2398,-18.0
2015,12,1,2,22,HNL,SEA,158.0,282.0,2677,120.0
2015,12,1,2,395,OGG,HNL,-7.0,24.0,100,-5.0
2015,12,1,2,166,HNL,OGG,-6.0,19.0,100,-6.0
2015,12,1,2,724,HNL,SFO,3.0,261.0,2398,-24.0
2015,12,1,2,171,HNL,LIH,1.0,26.0,102,10.0
2015,12,1,2,158,HNL,KOA,-4.0,27.0,163,-8.0
2015,12,1,2,257,KOA,HNL,-4.0,29.0,163,-6.0
2015,12,1,2,302,HNL,ITO,-7.0,34.0,216,-6.0
2015,12,1,2,48,HNL,OAK,-5.0,258.0,2409,-41.0
2015,12,1,2,20,HNL,SMF,-4.0,266.0,2462,-33.0
2015,12,1,2,215,OGG,HNL,-5.0,22.0,100,-6.0
2015,12,1,2,291,ITO,HNL,-6.0,38.0,216,-8.0
2015,12,1,2,1559,LAX,HNL,-1.0,338.0,2556,1.0
2015,12,1,2,201,HNL,GUM,4.0,437.0,3801,-14.0
2015,12,1,2,226,HNL,OGG,53.0,20.0,100,49.0
2015,12,1,2,178,HNL,KOA,-5.0,28.0,163,-5.0
2015,12,1,2,2,HNL,LAX,-3.0,282.0,2556,-24.0
2015,12,1,2,830,HNL,SJC,41.0,261.0,2417,5.0
2015,12,1,2,355,OGG,HNL,1.0,24.0,100,7.0
2015,12,1,2,353,HNL,LIH,-4.0,22.0,102,-6.0
2015,12,1,2,16,HNL,SAN,-1.0,284.0,2614,-18.0
2015,12,1,2,172,LIH,HNL,8.0,21.0,102,8.0
2015,12,1,2,1636,HNL,LAX,-4.0,272.0,2556,-3.0
2015,12,1,2,26,HNL,PDX,-4.0,274.0,2603,-45.0
2015,12,1,2,287,KOA,HNL,-5.0,32.0,163,-5.0
2015,12,1,2,147,KOA,HNL,-8.0,35.0,163,-6.0
2015,12,1,2,301,ITO,HNL,-6.0,37.0,216,-6.0
2015,12,1,2,183,HNL,LIH,1.0,24.0,102,2.0
2015,12,1,2,334,HNL,OGG,-6.0,22.0,100,-8.0
2015,12,1,2,384,LIH,HNL,-7.0,22.0,102,-5.0
2015,12,1,2,293,OGG,HNL,-7.0,23.0,100,0.0
2015,12,1,2,192,HNL,ITO,1.0,35.0,216,2.0
2015,12,1,2,18,HNL,LAS,-9.0,294.0,2762,-35.0
2015,12,1,2,73,SFO,HNL,-4.0,314.0,2398,-11.0
2015,12,1,2,1170,LAX,HNL,243.0,342.0,2556,255.0
2015,12,1,2,326,HNL,OGG,1.0,19.0,100,-1.0
2015,12,1,2,50,HNL,JFK,6.0,539.0,4983,-5.0
2015,12,1,2,189,KOA,HNL,-7.0,30.0,163,1.0
2015,12,1,2,354,LIH,HNL,-11.0,19.0,102,-4.0
2015,12,1,2,278,HNL,KOA,7.0,27.0,163,10.0
2015,12,1,2,239,HNL,LIH,-1.0,23.0,102,-3.0
2015,12,1,2,297,LAX,HNL,3.0,329.0,2556,-13.0
2015,12,1,2,335,OGG,HNL,-3.0,22.0,100,-2.0
2015,12,1,2,190,LIH,HNL,5.0,20.0,102,5.0
2015,12,1,2,218,HNL,ORD,-3.0,443.0,4243,-17.0
2015,12,1,2,142,HNL,ITO,-3.0,33.0,216,-9.0
2015,12,1,2,544,HNL,OGG,-3.0,22.0,100,-3.0
2015,12,1,2,9,LAX,HNL,0.0,343.0,2556,4.0
2015,12,1,2,546,HNL,OGG,-3.0,20.0,100,-8.0
2015,12,1,2,314,LIH,HNL,28.0,20.0,102,26.0
2015,12,1,2,325,OGG,HNL,-7.0,20.0,100,-10.0
2015,12,1,2,380,HNL,ITO,0.0,34.0,216,-7.0
2015,12,1,2,836,HNL,ATL,28.0,458.0,4502,-6.0
2015,12,1,2,279,KOA,HNL,7.0,32.0,163,13.0
2015,12,1,2,266,HNL,OGG,-5.0,22.0,100,-1.0
2015,12,1,2,1653,HNL,MSP,1.0,441.0,3972,-9.0
2015,12,1,2,240,LIH,HNL,-4.0,25.0,102,-1.0
2015,12,1,2,248,HNL,KOA,7.0,27.0,163,7.0
2015,12,1,2,360,HNL,ITO,-5.0,35.0,216,-2.0
2015,12,1,2,543,OGG,HNL,-6.0,25.0,100,-4.0
2015,12,1,2,141,ITO,HNL,-9.0,37.0,216,-9.0
2015,12,1,2,194,HNL,OGG,-5.0,22.0,100,-5.0
2015,12,1,2,545,OGG,HNL,-7.0,24.0,100,-5.0
2015,12,1,2,163,HNL,LIH,24.0,22.0,102,26.0
2015,12,1,2,265,OGG,HNL,-12.0,24.0,100,-10.0
2015,12,1,2,8,HNL,DFW,-10.0,399.0,3784,-32.0
2015,12,1,2,1670,SFO,HNL,275.0,322.0,2398,268.0
2015,12,1,2,267,LAX,HNL,-4.0,331.0,2556,-14.0
2015,12,1,2,312,HNL,ITO,-8.0,33.0,216,-16.0
2015,12,1,2,233,OGG,HNL,-7.0,23.0,100,-2.0
2015,12,1,2,381,ITO,HNL,-3.0,35.0,216,-7.0
2015,12,1,2,308,HNL,KOA,14.0,30.0,163,16.0
2015,12,1,2,112,HNL,OGG,-5.0,23.0,100,-9.0
2015,12,1,2,247,KOA,HNL,8.0,30.0,163,9.0
2015,12,1,2,392,HNL,ITO,-10.0,39.0,216,-7.0
2015,12,1,2,361,ITO,HNL,-10.0,36.0,216,-12.0
2015,12,1,2,893,SEA,HNL,61.0,385.0,2677,76.0
2015,12,1,2,195,OGG,HNL,-8.0,23.0,100,-9.0
2015,12,1,2,164,LIH,HNL,23.0,21.0,102,22.0
2015,12,1,2,223,HNL,LIH,-4.0,26.0,102,-5.0
2015,12,1,2,252,HNL,IAH,-1.0,390.0,3904,-37.0
2015,12,1,2,556,HNL,OGG,-4.0,22.0,100,-4.0
2015,12,1,2,398,HNL,KOA,-6.0,27.0,163,-6.0
2015,12,1,2,125,OGG,HNL,-8.0,21.0,100,-10.0
2015,12,1,2,311,ITO,HNL,-9.0,34.0,216,-17.0
2015,12,1,2,307,KOA,HNL,8.0,29.0,163,8.0
2015,12,1,2,596,HNL,OGG,-7.0,22.0,100,-6.0
2015,12,1,2,391,ITO,HNL,-16.0,33.0,216,-22.0
2015,12,1,2,224,LIH,HNL,-8.0,21.0,102,-7.0
2015,12,1,2,555,OGG,HNL,-10.0,20.0,100,-13.0
2015,12,1,2,102,HNL,DFW,17.0,393.0,3784,-14.0
2015,12,1,2,397,KOA,HNL,22.0,26.0,163,18.0
2015,12,1,2,14,HNL,EWR,-1.0,533.0,4962,-20.0
2015,12,1,2,534,HNL,LAX,1.0,252.0,2556,-29.0
2015,12,1,2,595,OGG,HNL,-7.0,23.0,100,-3.0
2015,12,1,2,516,HNL,OGG,-5.0,26.0,100,0.0
2015,12,1,2,396,HNL,SFO,32.0,238.0,2398,-8.0
2015,12,1,2,871,HNL,ANC,-10.0,336.0,2777,-30.0
2015,12,1,2,1104,HNL,SLC,-5.0,309.0,2994,-45.0
2015,12,1,2,4,HNL,LAX,-2.0,271.0,2556,-37.0
2015,12,1,2,298,HNL,LAX,-10.0,275.0,2556,-42.0
2015,12,1,2,2246,HNL,SEA,6.0,290.0,2677,-27.0
2015,12,1,2,383,HNL,DEN,7.0,354.0,3365,-33.0
2015,12,1,2,1212,HNL,LAX,8.0,267.0,2556,-17.0
2015,12,1,2,8,HNL,LAS,-9.0,297.0,2762,-16.0
2015,12,1,2,515,OGG,HNL,-11.0,21.0,100,-12.0
2015,12,1,2,655,HNL,PHX,-2.0,302.0,2917,-27.0
2015,12,1,2,235,HNL,SFO,490.0,258.0,2398,454.0
2015,12,2,3,17,LAS,HNL,-13.0,388.0,2762,3.0
2015,12,2,3,102,HNL,ITO,-4.0,36.0,216,2.0
2015,12,2,3,108,HNL,KOA,-9.0,26.0,163,-5.0
2015,12,2,3,206,HNL,OGG,-4.0,22.0,100,-2.0
2015,12,2,3,103,HNL,LIH,-6.0,21.0,102,-6.0
2015,12,2,3,218,HNL,KOA,-9.0,29.0,163,-10.0
2015,12,2,3,202,HNL,ITO,-6.0,36.0,216,-6.0
2015,12,2,3,113,HNL,LIH,-5.0,23.0,102,-4.0
2015,12,2,3,286,HNL,OGG,-4.0,23.0,100,-7.0
2015,12,2,3,205,OGG,HNL,-6.0,22.0,100,-4.0
2015,12,2,3,107,KOA,HNL,-11.0,30.0,163,-10.0
2015,12,2,3,104,LIH,HNL,-8.0,20.0,102,-8.0
2015,12,2,3,101,ITO,HNL,-3.0,38.0,216,-1.0
2015,12,2,3,114,HNL,OGG,-2.0,23.0,100,-1.0
2015,12,2,3,332,HNL,ITO,-4.0,35.0,216,-4.0
2015,12,2,3,338,HNL,KOA,1.0,29.0,163,0.0
2015,12,2,3,217,KOA,HNL,-5.0,29.0,163,-2.0
2015,12,2,3,1231,HNL,LAX,1.0,267.0,2556,-38.0
2015,12,2,3,833,PDX,HNL,-2.0,378.0,2603,15.0
2015,12,2,3,110,LIH,HNL,-7.0,20.0,102,-7.0
2015,12,2,3,200,GUM,HNL,11.0,408.0,3801,2.0
2015,12,2,3,156,HNL,OGG,-4.0,22.0,100,-4.0
2015,12,2,3,285,OGG,HNL,-12.0,22.0,100,-6.0
2015,12,2,3,201,ITO,HNL,-13.0,38.0,216,-9.0
2015,12,2,3,118,HNL,KOA,-2.0,27.0,163,-3.0
2015,12,2,3,123,HNL,LIH,-8.0,21.0,102,-6.0
2015,12,2,3,72,HNL,SFO,2.0,257.0,2398,-30.0
2015,12,2,3,122,HNL,ITO,-3.0,34.0,216,-7.0
2015,12,2,3,19,SMF,HNL,-2.0,359.0,2462,29.0
2015,12,2,3,115,OGG,HNL,-5.0,25.0,100,-3.0
2015,12,2,3,1581,SFO,HNL,30.0,342.0,2398,42.0
2015,12,2,3,306,HNL,OGG,0.0,21.0,100,-1.0
2015,12,2,3,51,SFO,HNL,1.0,352.0,2398,31.0
2015,12,2,3,6,HNL,LAS,-4.0,289.0,2762,-26.0
2015,12,2,3,1150,HNL,LAX,-3.0,267.0,2556,-39.0
2015,12,2,3,10,HNL,LAX,11.0,271.0,2556,-15.0
2015,12,2,3,35,PHX,HNL,-7.0,413.0,2917,6.0
2015,12,2,3,342,HNL,ITO,-7.0,36.0,216,-5.0
2015,12,2,3,31,LAX,HNL,-1.0,338.0,2556,-2.0
2015,12,2,3,337,KOA,HNL,-7.0,31.0,163,-4.0
2015,12,2,3,333,HNL,LIH,-8.0,24.0,102,-5.0
2015,12,2,3,368,HNL,KOA,-4.0,28.0,163,-3.0
2015,12,2,3,270,HNL,LAX,-6.0,272.0,2556,-37.0
2015,12,2,3,155,OGG,HNL,-9.0,25.0,100,-3.0
2015,12,2,3,11,SFO,HNL,-7.0,353.0,2398,36.0
2015,12,2,3,611,LAX,HNL,23.0,336.0,2556,20.0
2015,12,2,3,124,LIH,HNL,-10.0,22.0,102,-9.0
2015,12,2,3,117,KOA,HNL,-5.0,29.0,163,-5.0
2015,12,2,3,320,HNL,OGG,-8.0,22.0,100,-6.0
2015,12,2,3,1,LAX,HNL,-7.0,362.0,2556,7.0
2015,12,2,3,21,SEA,HNL,53.0,374.0,2677,76.0
2015,12,2,3,120,HNL,KOA,-7.0,28.0,163,-6.0
2015,12,2,3,7,LAS,HNL,-9.0,376.0,2762,-18.0
2015,12,2,3,145,OGG,HNL,-4.0,25.0,100,-1.0
2015,12,2,3,121,ITO,HNL,-3.0,36.0,216,-6.0
2015,12,2,3,1158,LAX,HNL,8.0,317.0,2556,0.0
2015,12,2,3,837,SJC,HNL,-7.0,346.0,2417,13.0
2015,12,2,3,860,HNL,SEA,-9.0,290.0,2677,-42.0
2015,12,2,3,1175,SFO,HNL,208.0,323.0,2398,214.0
2015,12,2,3,303,HNL,LIH,-10.0,22.0,102,-10.0
2015,12,2,3,43,SJC,HNL,1.0,345.0,2417,24.0
2015,12,2,3,123,DFW,HNL,-3.0,499.0,3784,0.0
2015,12,2,3,15,EWR,HNL,22.0,636.0,4962,29.0
2015,12,2,3,47,OAK,HNL,-5.0,338.0,2409,6.0
2015,12,2,3,318,HNL,KOA,-7.0,29.0,163,-6.0
2015,12,2,3,219,ORD,HNL,33.0,530.0,4243,60.0
2015,12,2,3,304,LIH,HNL,-3.0,23.0,102,0.0
2015,12,2,3,253,IAH,HNL,20.0,505.0,3904,37.0
2015,12,2,3,341,ITO,HNL,-9.0,41.0,216,-5.0
2015,12,2,3,51,JFK,HNL,-8.0,690.0,4983,42.0
2015,12,2,3,367,KOA,HNL,-4.0,30.0,163,-2.0
2015,12,2,3,382,HNL,ITO,-3.0,35.0,216,-7.0
2015,12,2,3,851,SEA,HNL,4.0,366.0,2677,12.0
2015,12,2,3,157,OGG,HNL,-5.0,25.0,100,-1.0
2015,12,2,3,509,HNL,LIH,-6.0,22.0,102,-7.0
2015,12,2,3,520,HNL,OGG,-10.0,22.0,100,-10.0
2015,12,2,3,168,HNL,KOA,-4.0,27.0,163,-6.0
2015,12,2,3,119,KOA,HNL,-9.0,31.0,163,-6.0
2015,12,2,3,3,LAX,HNL,-1.0,366.0,2556,39.0
2015,12,2,3,15,SAN,HNL,2.0,376.0,2614,31.0
2015,12,2,3,345,HNL,LIH,-5.0,20.0,102,-8.0
2015,12,2,3,151,ITO,HNL,-7.0,38.0,216,-8.0
2015,12,2,3,25,PDX,HNL,1.0,375.0,2603,27.0
2015,12,2,3,2495,LAX,HNL,-4.0,358.0,2556,33.0
2015,12,2,3,246,HNL,OGG,-5.0,21.0,100,-4.0
2015,12,2,3,208,HNL,KOA,-1.0,27.0,163,-4.0
2015,12,2,3,383,ITO,HNL,-3.0,44.0,216,5.0
2015,12,2,3,837,ATL,HNL,0.0,591.0,4502,2.0
2015,12,2,3,5,DFW,HNL,-2.0,502.0,3784,8.0
2015,12,2,3,199,OGG,HNL,-3.0,23.0,100,0.0
2015,12,2,3,143,HNL,LIH,-1.0,20.0,102,-6.0
2015,12,2,3,895,SAN,HNL,-4.0,364.0,2614,8.0
2015,12,2,3,346,LIH,HNL,-9.0,18.0,102,-15.0
2015,12,2,3,1224,LAX,HNL,9.0,337.0,2556,8.0
2015,12,2,3,2210,SEA,HNL,1.0,372.0,2677,19.0
2015,12,2,3,300,SFO,HNL,0.0,309.0,2398,2.0
2015,12,2,3,328,HNL,OGG,-8.0,23.0,100,-7.0
2015,12,2,3,692,PHX,HNL,-2.0,394.0,2917,-6.0
2015,12,2,3,305,OGG,HNL,-8.0,23.0,100,-8.0
2015,12,2,3,292,HNL,ITO,-7.0,35.0,216,-8.0
2015,12,2,3,612,HNL,LAX,-2.0,276.0,2556,-27.0
2015,12,2,3,328,DEN,HNL,2.0,446.0,3365,2.0
2015,12,2,3,1221,HNL,LAX,9.0,282.0,2556,-11.0
2015,12,2,3,1105,SLC,HNL,3.0,407.0,2994,10.0
2015,12,2,3,267,KOA,HNL,-2.0,28.0,163,-5.0
2015,12,2,3,343,HNL,LIH,-6.0,21.0,102,-6.0
2015,12,2,3,144,LIH,HNL,-4.0,21.0,102,-5.0
2015,12,2,3,258,HNL,KOA,-5.0,29.0,163,-3.0
2015,12,2,3,365,OGG,HNL,-1.0,30.0,100,0.0
2015,12,2,3,364,HNL,OGG,5.0,21.0,100,-1.0
2015,12,2,3,834,HNL,PDX,2.0,286.0,2603,-25.0
2015,12,2,3,529,OGG,HNL,-9.0,22.0,100,-7.0
2015,12,2,3,344,LIH,HNL,122.0,21.0,102,119.0
2015,12,2,3,396,HNL,OGG,-5.0,21.0,100,-7.0
2015,12,2,3,1604,HNL,SFO,25.0,257.0,2398,-19.0
2015,12,2,3,50,HNL,SFO,,,2398,
2015,12,2,3,148,HNL,KOA,-1.0,29.0,163,-4.0
2015,12,2,3,36,HNL,PHX,0.0,308.0,2917,-30.0
2015,12,2,3,317,KOA,HNL,-4.0,30.0,163,-6.0
2015,12,2,3,1431,LAX,HNL,-2.0,329.0,2556,-16.0
2015,12,2,3,191,ITO,HNL,-3.0,35.0,216,-8.0
2015,12,2,3,296,HNL,OGG,-6.0,20.0,100,-5.0
2015,12,2,3,394,LIH,HNL,-9.0,20.0,102,-12.0
2015,12,2,3,173,HNL,LIH,-5.0,20.0,102,-11.0
2015,12,2,3,162,HNL,LAX,7.0,273.0,2556,-19.0
2015,12,2,3,870,ANC,HNL,-8.0,318.0,2777,-40.0
2015,12,2,3,44,HNL,SJC,0.0,265.0,2417,-16.0
2015,12,2,3,894,HNL,SEA,4.0,324.0,2677,7.0
2015,12,2,3,12,HNL,SFO,0.0,252.0,2398,-28.0
2015,12,2,3,22,HNL,SEA,-2.0,318.0,2677,-4.0
2015,12,2,3,395,OGG,HNL,-6.0,22.0,100,-3.0
2015,12,2,3,166,HNL,OGG,-4.0,21.0,100,-2.0
2015,12,2,3,724,HNL,SFO,154.0,255.0,2398,125.0
2015,12,2,3,171,HNL,LIH,-6.0,20.0,102,-10.0
2015,12,2,3,158,HNL,KOA,19.0,27.0,163,16.0
2015,12,2,3,257,KOA,HNL,-3.0,31.0,163,-7.0
2015,12,2,3,302,HNL,ITO,-4.0,35.0,216,-4.0
2015,12,2,3,48,HNL,OAK,-4.0,255.0,2409,-34.0
2015,12,2,3,20,HNL,SMF,8.0,264.0,2462,-25.0
2015,12,2,3,215,OGG,HNL,-5.0,22.0,100,-4.0
2015,12,2,3,291,ITO,HNL,-6.0,39.0,216,-7.0
2015,12,2,3,1559,LAX,HNL,1.0,340.0,2556,3.0
2015,12,2,3,201,HNL,GUM,17.0,434.0,3801,1.0
2015,12,2,3,226,HNL,OGG,-6.0,22.0,100,-10.0
2015,12,2,3,178,HNL,KOA,-1.0,27.0,163,-2.0
2015,12,2,3,2,HNL,LAX,-4.0,266.0,2556,-35.0
2015,12,2,3,838,HNL,OAK,7.0,261.0,2409,-28.0
2015,12,2,3,355,OGG,HNL,-3.0,26.0,100,6.0
2015,12,2,3,353,HNL,LIH,-7.0,23.0,102,-1.0
2015,12,2,3,16,HNL,SAN,-1.0,276.0,2614,-27.0
2015,12,2,3,172,LIH,HNL,-7.0,19.0,102,-12.0
2015,12,2,3,26,HNL,PDX,14.0,282.0,2603,-10.0
2015,12,2,3,287,KOA,HNL,13.0,31.0,163,11.0
2015,12,2,3,147,KOA,HNL,-8.0,29.0,163,-10.0
2015,12,2,3,301,ITO,HNL,-7.0,41.0,216,-3.0
2015,12,2,3,183,HNL,LIH,-4.0,22.0,102,5.0
2015,12,2,3,334,HNL,OGG,-4.0,21.0,100,3.0
2015,12,2,3,384,LIH,HNL,-6.0,20.0,102,-4.0
2015,12,2,3,1434,HNL,LAX,25.0,279.0,2556,-10.0
2015,12,2,3,293,OGG,HNL,-1.0,22.0,100,-3.0
2015,12,2,3,192,HNL,ITO,-6.0,34.0,216,-6.0
2015,12,2,3,18,HNL,LAS,-11.0,289.0,2762,-35.0
2015,12,2,3,73,SFO,HNL,11.0,320.0,2398,11.0
